Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
6688120,SDGSUICIDE,COUNTRY,SEN,AFR,Africa,YEAR,2006,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.0 [6.2-13.7],10.03776,6.16807,13.71922,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
6688133,SDGSUICIDE,COUNTRY,SLB,WPR,Western Pacific,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.2 [4.3-15.3],9.18322,4.31519,15.31786,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
6688199,SDGSUICIDE,COUNTRY,SUR,AMR,Americas,YEAR,2018,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,26.5 [18.7-35.6],26.49866,18.74197,35.55672,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
6688678,SDGSUICIDE,COUNTRY,ARG,AMR,Americas,YEAR,2001,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.3 [9.1-11.5],10.33128,9.11845,11.53951,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
6690132,SDGSUICIDE,COUNTRY,GNB,AFR,Africa,YEAR,2007,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.1 [2.2-6.2],4.08352,2.15398,6.24048,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
6690235,SDGSUICIDE,COUNTRY,CPV,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,110.2,110.2,,,,2021-07-06T14:15:57Z,2019,2019-01-01,2019-12-31
6691250,SDGSUICIDE,COUNTRY,MLT,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,4.7,4.73,,,,2021-07-16T09:22:26Z,2019,2019-01-01,2019-12-31
6691426,SDGSUICIDE,COUNTRY,PRT,EUR,Europe,YEAR,2002,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,19.9 [17.7-22.5],19.94096,17.65659,22.5032,,2025-01-10T10:52:31Z,2002,2002-01-01,2002-12-31
6691464,SDGSUICIDE,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS25-34,,,,,3.9,3.95,,,,2021-07-06T14:14:20Z,2019,2019-01-01,2019-12-31
6691475,SDGSUICIDE,COUNTRY,SVN,EUR,Europe,YEAR,2010,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.6 [6.5-8.8],7.604,6.46033,8.82658,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
6691542,SDGSUICIDE,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.5 [0.3-0.6],0.45251,0.29846,0.62964,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
6692661,SDGSUICIDE,COUNTRY,NIC,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,9.8,9.79,,,,2021-07-06T14:16:24Z,2019,2019-01-01,2019-12-31
6692782,SDGSUICIDE,COUNTRY,LCA,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,2.6,2.64,,,,2021-07-06T14:16:03Z,2019,2019-01-01,2019-12-31
6692821,SDGSUICIDE,COUNTRY,TKM,EUR,Europe,YEAR,2006,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.5 [9.8-12.5],11.53189,9.80911,12.53868,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
6693072,SDGSUICIDE,COUNTRY,RWA,AFR,Africa,YEAR,2009,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.4 [2.6-7.6],4.44441,2.59952,7.6003,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
6693171,SDGSUICIDE,COUNTRY,MLI,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,22,22.03,,,,2021-07-06T14:15:25Z,2019,2019-01-01,2019-12-31
6694056,SDGSUICIDE,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-24,,,,,4.7,4.71,,,,2021-07-06T14:13:41Z,2019,2019-01-01,2019-12-31
6694524,SDGSUICIDE,COUNTRY,CAN,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-24,,,,,11.1,11.06,,,,2021-07-06T14:13:46Z,2019,2019-01-01,2019-12-31
6694733,SDGSUICIDE,COUNTRY,ISR,EUR,Europe,YEAR,2013,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.7 [6.8-8.7],7.70117,6.79549,8.69912,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
6694855,SDGSUICIDE,COUNTRY,BRN,WPR,Western Pacific,YEAR,2017,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.6 [0.4-0.9],0.57884,0.37526,0.86682,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
6695481,SDGSUICIDE,COUNTRY,BLZ,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS25-34,,,,,3.1,3.06,,,,2021-07-06T14:14:11Z,2019,2019-01-01,2019-12-31
6696417,SDGSUICIDE,COUNTRY,SWE,EUR,Europe,YEAR,2006,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.9 [8.8-10.9],9.8941,8.84609,10.93132,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
6696419,SDGSUICIDE,COUNTRY,PNG,WPR,Western Pacific,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.1 [1.2-3.8],2.05078,1.20219,3.83675,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
6696932,SDGSUICIDE,COUNTRY,FIN,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-24,,,,,11,11.01,,,,2021-07-06T14:13:50Z,2019,2019-01-01,2019-12-31
6696981,SDGSUICIDE,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,5.6,5.63,,,,2021-07-16T09:22:28Z,2019,2019-01-01,2019-12-31
6697248,SDGSUICIDE,COUNTRY,LTU,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,39.3 [35.5-43.6],39.25703,35.51848,43.63345,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
6697661,SDGSUICIDE,COUNTRY,HTI,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,7.4,7.39,,,,2021-07-06T14:16:00Z,2019,2019-01-01,2019-12-31
6698211,SDGSUICIDE,COUNTRY,MYS,WPR,Western Pacific,YEAR,2005,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.0 [1.5-2.9],2.00474,1.48939,2.89881,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
6698242,SDGSUICIDE,COUNTRY,DOM,AMR,Americas,YEAR,2013,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.3 [3.6-7.6],5.29863,3.57476,7.56512,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
6698664,SDGSUICIDE,COUNTRY,BDI,AFR,Africa,YEAR,2014,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.9 [2.2-6.2],3.90029,2.22892,6.16225,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
6699253,SDGSUICIDE,COUNTRY,FIN,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,28.1,28.09,,,,2021-07-06T14:15:19Z,2019,2019-01-01,2019-12-31
6699852,SDGSUICIDE,COUNTRY,KHM,WPR,Western Pacific,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,21.6,21.62,,,,2021-07-06T14:16:21Z,2019,2019-01-01,2019-12-31
6701179,SDGSUICIDE,COUNTRY,AGO,AFR,Africa,YEAR,2007,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,12.8 [8.0-18.2],12.76742,7.9529,18.21217,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
6701310,SDGSUICIDE,COUNTRY,MDA,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS25-34,,,,,11.9,11.9,,,,2021-07-06T14:14:21Z,2019,2019-01-01,2019-12-31
6701736,SDGSUICIDE,COUNTRY,TCD,AFR,Africa,YEAR,2009,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.8 [4.3-13.6],7.79434,4.32599,13.64545,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
6701993,SDGSUICIDE,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.4 [1.5-7.1],3.40543,1.53008,7.08253,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
6702935,SDGSUICIDE,COUNTRY,MUS,AFR,Africa,YEAR,2002,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,18.0 [15.3-20.2],18.03931,15.32362,20.21426,,2025-01-10T10:52:31Z,2002,2002-01-01,2002-12-31
6704669,SDGSUICIDE,COUNTRY,GRC,EUR,Europe,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.5 [1.3-1.8],1.54464,1.28482,1.77656,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
6705867,SDGSUICIDE,COUNTRY,GAB,AFR,Africa,YEAR,2018,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.6 [1.3-4.3],2.55295,1.32744,4.34948,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
6705945,SDGSUICIDE,COUNTRY,HND,AMR,Americas,YEAR,2018,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.0 [1.7-5.1],3.02048,1.69656,5.12215,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
6706143,SDGSUICIDE,COUNTRY,SWZ,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS30-49,,,,,68.0,67.97,,,,2021-07-16T09:31:34Z,2019,2019-01-01,2019-12-31
6706642,SDGSUICIDE,COUNTRY,NER,AFR,Africa,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.2 [2.7-10.0],5.23202,2.67657,10.04426,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
6707479,SDGSUICIDE,COUNTRY,POL,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS35-44,,,,,12.3,12.28,,,,2021-07-06T14:14:46Z,2019,2019-01-01,2019-12-31
6708103,SDGSUICIDE,COUNTRY,TTO,AMR,Americas,YEAR,2012,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.1 [8.6-12.0],10.08981,8.61908,11.97264,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
6708231,SDGSUICIDE,COUNTRY,SEN,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS65-74,,,,,45.2,45.19,,,,2021-07-06T14:15:48Z,2019,2019-01-01,2019-12-31
6708401,SDGSUICIDE,COUNTRY,PRY,AMR,Americas,YEAR,2006,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.9 [1.9-3.8],2.8566,1.91077,3.84597,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
6708414,SDGSUICIDE,COUNTRY,HRV,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS45-54,,,,,21.3,21.32,,,,2021-07-06T14:15:00Z,2019,2019-01-01,2019-12-31
6709494,SDGSUICIDE,COUNTRY,UGA,AFR,Africa,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.4 [5.0-11.6],8.40546,5.02688,11.59059,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
6709831,SDGSUICIDE,COUNTRY,VNM,WPR,Western Pacific,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.9 [5.4-12.0],7.91359,5.43452,11.97013,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
6709990,SDGSUICIDE,COUNTRY,BHS,AMR,Americas,YEAR,2018,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.8 [0.6-1.1],0.81293,0.61251,1.05595,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
6710750,SDGSUICIDE,COUNTRY,CZE,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,9.4,9.44,,,,2021-07-16T09:22:19Z,2019,2019-01-01,2019-12-31
6710903,SDGSUICIDE,COUNTRY,MRT,AFR,Africa,YEAR,2000,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.7 [1.5-5.2],2.73414,1.47934,5.23357,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
6711553,SDGSUICIDE,COUNTRY,MWI,AFR,Africa,YEAR,2021,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.9 [1.6-5.0],2.90812,1.62039,4.96096,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
6711676,SDGSUICIDE,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,3,2.98,,,,2021-07-06T14:15:28Z,2019,2019-01-01,2019-12-31
6711924,SDGSUICIDE,COUNTRY,BRN,WPR,Western Pacific,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.4 [0.3-0.6],0.42127,0.27806,0.6167,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
6712124,SDGSUICIDE,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,2008,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.7 [5.4-13.2],8.70068,5.39574,13.23073,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
6713239,SDGSUICIDE,COUNTRY,TUR,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-24,,,,,2.4,2.4,,,,2021-07-06T14:14:06Z,2019,2019-01-01,2019-12-31
6714003,SDGSUICIDE,COUNTRY,CZE,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,4.1,4.06,,,,2021-07-16T09:25:52Z,2019,2019-01-01,2019-12-31
6714153,SDGSUICIDE,COUNTRY,CYP,EUR,Europe,YEAR,2021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.0 [1.9-4.1],3.02316,1.89914,4.13538,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
6714664,SDGSUICIDE,COUNTRY,CHL,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-29,,,,,12.5,12.46,,,,2021-07-16T09:22:18Z,2019,2019-01-01,2019-12-31
6714853,SDGSUICIDE,COUNTRY,MDA,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,21.3 [19.0-23.9],21.25054,18.97818,23.91146,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
6715437,SDGSUICIDE,COUNTRY,TUR,EUR,Europe,YEAR,2004,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.4 [2.9-6.4],4.42772,2.8789,6.38553,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
6715438,SDGSUICIDE,COUNTRY,DNK,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.9 [8.6-11.2],9.9269,8.64597,11.24654,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
6715874,SDGSUICIDE,COUNTRY,UGA,AFR,Africa,YEAR,2021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.5 [3.1-7.9],5.498,3.13744,7.9241,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
6717453,SDGSUICIDE,COUNTRY,SVK,EUR,Europe,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.2 [2.3-4.3],3.21893,2.34108,4.25891,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
6717606,SDGSUICIDE,COUNTRY,USA,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS65-74,,,,,17.3,17.25,,,,2021-07-06T14:15:52Z,2019,2019-01-01,2019-12-31
6718272,SDGSUICIDE,COUNTRY,VEN,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,1.3,1.26,,,,2021-07-06T14:16:11Z,2019,2019-01-01,2019-12-31
6719275,SDGSUICIDE,COUNTRY,VUT,WPR,Western Pacific,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,12.6,12.56,,,,2021-07-06T14:15:53Z,2019,2019-01-01,2019-12-31
6719609,SDGSUICIDE,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS75-84,,,,,5.6,5.61,,,,2021-07-06T14:15:58Z,2019,2019-01-01,2019-12-31
6720727,SDGSUICIDE,COUNTRY,UGA,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,3.9,3.95,,,,2021-07-06T14:15:12Z,2019,2019-01-01,2019-12-31
6722912,SDGSUICIDE,COUNTRY,ZAF,AFR,Africa,YEAR,2017,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.9 [5.9-10.9],7.93544,5.93737,10.85061,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
6723795,SDGSUICIDE,COUNTRY,BGR,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-29,,,,,7.1,7.11,,,,2021-07-16T09:22:17Z,2019,2019-01-01,2019-12-31
6727608,SDGSUICIDE,WORLDBANKINCOMEGROUP,WB_LMI,,,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.4 [4.9-9.3],7.43238,4.86286,9.30994,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
6727618,SDGSUICIDE,COUNTRY,GIN,AFR,Africa,YEAR,2013,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.1 [2.8-8.6],5.11499,2.7758,8.63138,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
6728145,SDGSUICIDE,COUNTRY,KEN,AFR,Africa,YEAR,2000,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.5 [3.2-7.5],4.54403,3.18756,7.52389,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
6728723,SDGSUICIDE,COUNTRY,JAM,AMR,Americas,YEAR,2017,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.4 [0.3-0.5],0.38085,0.28352,0.48946,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
6729545,SDGSUICIDE,COUNTRY,CHL,AMR,Americas,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.7 [3.2-4.1],3.66933,3.20526,4.09777,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
6730304,SDGSUICIDE,COUNTRY,MNG,WPR,Western Pacific,YEAR,2006,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,18.1 [12.4-25.4],18.10361,12.43247,25.44974,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
6730510,SDGSUICIDE,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.8 [3.3-11.7],6.75767,3.34309,11.68163,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
6731036,SDGSUICIDE,COUNTRY,EST,EUR,Europe,YEAR,2015,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,27.6 [24.0-31.6],27.60291,23.96593,31.55624,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
6731941,SDGSUICIDE,COUNTRY,TCD,AFR,Africa,YEAR,2003,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.0 [2.7-8.7],5.04953,2.69894,8.72155,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
6732137,SDGSUICIDE,COUNTRY,ISR,EUR,Europe,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.9 [7.9-10.1],8.94014,7.9033,10.09869,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
6732643,SDGSUICIDE,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,21,21,,,,2021-07-06T14:16:09Z,2019,2019-01-01,2019-12-31
6735070,SDGSUICIDE,COUNTRY,COG,AFR,Africa,YEAR,2003,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,12.9 [7.8-18.9],12.92457,7.84093,18.89003,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
6736683,SDGSUICIDE,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2006,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.9 [1.7-4.9],2.91761,1.71329,4.89996,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
6737125,SDGSUICIDE,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.5 [5.3-10.3],7.54283,5.34866,10.25524,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
6737680,SDGSUICIDE,COUNTRY,NOR,EUR,Europe,YEAR,2003,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.6 [10.8-12.3],11.57316,10.79401,12.32737,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
6738132,SDGSUICIDE,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2000,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.5 [1.0-2.0],1.46059,1.00611,1.98958,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
6738546,SDGSUICIDE,COUNTRY,SSD,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.2 [6.4-17.6],11.24201,6.37639,17.61968,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
6738920,SDGSUICIDE,COUNTRY,VUT,WPR,Western Pacific,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.5 [4.5-11.9],7.47385,4.51566,11.90565,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
6739000,SDGSUICIDE,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2002,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.7 [2.6-6.4],4.67195,2.61967,6.40182,,2025-01-10T10:52:31Z,2002,2002-01-01,2002-12-31
6739134,SDGSUICIDE,COUNTRY,GRD,AMR,Americas,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.4 [2.7-3.9],3.4148,2.74484,3.94479,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
6739207,SDGSUICIDE,COUNTRY,BEL,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,36.2,36.17,,,,2021-07-06T14:14:55Z,2019,2019-01-01,2019-12-31
6739488,SDGSUICIDE,COUNTRY,LTU,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,16.8,16.84,,,,2021-07-16T09:22:25Z,2019,2019-01-01,2019-12-31
6742640,SDGSUICIDE,COUNTRY,MYS,WPR,Western Pacific,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,16.1,16.05,,,,2021-07-06T14:15:26Z,2019,2019-01-01,2019-12-31
6744024,SDGSUICIDE,COUNTRY,CUB,AMR,Americas,YEAR,2021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.8 [11.2-16.9],13.79297,11.20449,16.94736,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
6744786,SDGSUICIDE,COUNTRY,MEX,AMR,Americas,YEAR,2008,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.2 [6.9-7.5],7.18715,6.86168,7.45855,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
6744846,SDGSUICIDE,COUNTRY,EST,EUR,Europe,YEAR,2017,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,29.4 [25.4-33.6],29.35733,25.39715,33.59739,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
6744868,SDGSUICIDE,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2007,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.7 [0.5-1.0],0.74985,0.4754,0.99548,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
6744888,SDGSUICIDE,COUNTRY,SYC,AFR,Africa,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.6 [4.9-9.2],7.59679,4.89925,9.20029,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
